map_LCIn0-9_LTW0-1_NR-W7,0:00:03.089173
map_LCIn0-9_LTW0-1_NR-H8,0:00:03.440479
map_LCIn0-9_LTW0-1_NR-W8,0:00:03.895138
map_LCIn0-9_LTW0-1_NR-H9,0:00:02.437715
map_LCIn0-9_LTW0-1_NR-W9,0:00:04.229489
map_LCIn0-9_LTW0-1_NR-H10,0:00:02.952980
map_LCIn0-9_LTW0-1_NR-W10,0:00:03.734203
map_LCIn0-9_LTW0-2_NR-1,0:00:02.529855
map_LCIn0-9_LTW0-2_NR-H1,0:00:10.672208
map_LCIn0-9_LTW0-2_NR-W1,0:00:20.102607
map_LCIn0-9_LTW0-2_NR-H2,0:00:05.380833
map_LCIn0-9_LTW0-2_NR-W2,0:00:09.648077
map_LCIn0-9_LTW0-2_NR-H3,0:00:03.730216
map_LCIn0-9_LTW0-2_NR-W3,0:00:06.610779
map_LCIn0-9_LTW0-2_NR-H4,0:00:05.298107
map_LCIn0-9_LTW0-2_NR-W4,0:00:06.169166
map_LCIn0-9_LTW0-2_NR-H5,0:00:02.985558
map_LCIn0-9_LTW0-2_NR-W5,0:00:04.740277
map_LCIn0-9_LTW0-2_NR-H6,0:00:03.452825
map_LCIn0-9_LTW0-2_NR-W6,0:00:03.753451
map_LCIn0-9_LTW0-2_NR-H7,0:00:02.877385
map_LCIn0-9_LTW0-2_NR-W7,0:00:04.126561
map_LCIn0-9_LTW0-2_NR-H8,0:00:05.470899
map_LCIn0-9_LTW0-2_NR-W8,0:00:02.950352
map_LCIn0-9_LTW0-2_NR-H9,0:00:03.929420
map_LCIn0-9_LTW0-2_NR-W9,0:00:03.176209
map_LCIn0-9_LTW0-2_NR-H10,0:00:03.355838
map_LCIn0-9_LTW0-2_NR-W10,0:00:02.581406
map_LCIn0-9_LTW0-3_NR-1,0:00:02.967742
map_LCIn0-9_LTW0-3_NR-H1,0:00:10.011614
map_LCIn0-9_LTW0-3_NR-W1,0:00:19.935793
map_LCIn0-9_LTW0-3_NR-H2,0:00:06.723317
map_LCIn0-9_LTW0-3_NR-W2,0:00:10.284647
map_LCIn0-9_LTW0-3_NR-H3,0:00:04.460599
map_LCIn0-9_LTW0-3_NR-W3,0:00:06.290198
map_LCIn0-9_LTW0-3_NR-H4,0:00:03.520583
map_LCIn0-9_LTW0-3_NR-W4,0:00:05.087086
map_LCIn0-9_LTW0-3_NR-H5,0:00:03.986671
map_LCIn0-9_LTW0-3_NR-W5,0:00:03.792123
map_LCIn0-9_LTW0-3_NR-H6,0:00:03.169716
map_LCIn0-9_LTW0-3_NR-W6,0:00:04.166271
map_LCIn0-9_LTW0-3_NR-H7,0:00:02.549244
map_LCIn0-9_LTW0-3_NR-W7,0:00:07.067798
map_LCIn0-9_LTW0-3_NR-H8,0:00:03.581763
map_LCIn0-9_LTW0-3_NR-W8,0:00:04.508238
map_LCIn0-9_LTW0-3_NR-H9,0:00:04.147356
map_LCIn0-9_LTW0-3_NR-W9,0:00:03.654225
map_LCIn0-9_LTW0-3_NR-H10,0:00:02.596228
map_LCIn0-9_LTW0-3_NR-W10,0:00:03.724563
map_LCIn0-9_LTW0-4_NR-1,0:00:02.779776
map_LCIn0-9_LTW0-4_NR-H1,0:00:10.266797
map_LCIn0-9_LTW0-4_NR-W1,0:00:19.641015
map_LCIn0-9_LTW0-4_NR-H2,0:00:07.762606
map_LCIn0-9_LTW0-4_NR-W2,0:00:10.932152
map_LCIn0-9_LTW0-4_NR-H3,0:00:04.720923
map_LCIn0-9_LTW0-4_NR-W3,0:00:06.367720
map_LCIn0-9_LTW0-4_NR-H4,0:00:04.162326
map_LCIn0-9_LTW0-4_NR-W4,0:00:05.300166
map_LCIn0-9_LTW0-4_NR-H5,0:00:03.298083
map_LCIn0-9_LTW0-4_NR-W5,0:00:05.453962
map_LCIn0-9_LTW0-4_NR-H6,0:00:03.123576
map_LCIn0-9_LTW0-4_NR-W6,0:00:03.904773
map_LCIn0-9_LTW0-4_NR-H7,0:00:03.332616
map_LCIn0-9_LTW0-4_NR-W7,0:00:03.297800
map_LCIn0-9_LTW0-4_NR-H8,0:00:03.018493
map_LCIn0-9_LTW0-4_NR-W8,0:00:05.498897
map_LCIn0-9_LTW0-4_NR-H9,0:00:03.884438
map_LCIn0-9_LTW0-4_NR-W9,0:00:03.353901
map_LCIn0-9_LTW0-4_NR-H10,0:00:03.507258
map_LCIn0-9_LTW0-4_NR-W10,0:00:02.616714
map_LCIn0-9_LTW0-5_NR-1,0:00:04.389207
map_LCIn0-9_LTW0-5_NR-H1,0:00:10.569805
map_LCIn0-9_LTW0-5_NR-W1,0:00:19.682951
map_LCIn0-9_LTW0-5_NR-H2,0:00:05.894864
map_LCIn0-9_LTW0-5_NR-W2,0:00:12.013784
map_LCIn0-9_LTW0-5_NR-H3,0:00:05.816969
map_LCIn0-9_LTW0-5_NR-W3,0:00:06.363823
map_LCIn0-9_LTW0-5_NR-H4,0:00:03.508164
map_LCIn0-9_LTW0-5_NR-W4,0:00:05.456717
map_LCIn0-9_LTW0-5_NR-H5,0:00:02.637883
map_LCIn0-9_LTW0-5_NR-W5,0:00:04.743690
map_LCIn0-9_LTW0-5_NR-H6,0:00:03.386500
map_LCIn0-9_LTW0-5_NR-W6,0:00:06.631029
map_LCIn0-9_LTW0-5_NR-H7,0:00:03.669893
map_LCIn0-9_LTW0-5_NR-W7,0:00:03.549365
map_LCIn0-9_LTW0-5_NR-H8,0:00:03.357729
map_LCIn0-9_LTW0-5_NR-W8,0:00:04.049368
map_LCIn0-9_LTW0-5_NR-H9,0:00:03.327728
map_LCIn0-9_LTW0-5_NR-W9,0:00:03.538899
map_LCIn0-9_LTW0-5_NR-H10,0:00:02.567879
map_LCIn0-9_LTW0-5_NR-W10,0:00:05.227007
map_LCIn0-9_LTW0-6_NR-1,0:00:03.321406
map_LCIn0-9_LTW0-6_NR-H1,0:00:10.933607
map_LCIn0-9_LTW0-6_NR-W1,0:00:20.493649
map_LCIn0-9_LTW0-6_NR-H2,0:00:06.436444
map_LCIn0-9_LTW0-6_NR-W2,0:00:10.608982
map_LCIn0-9_LTW0-6_NR-H3,0:00:04.944373
map_LCIn0-9_LTW0-6_NR-W3,0:00:14.090701
map_LCIn0-9_LTW0-6_NR-H4,0:00:03.054338
map_LCIn0-9_LTW0-6_NR-W4,0:00:05.393511
map_LCIn0-9_LTW0-6_NR-H5,0:00:02.627320
map_LCIn0-9_LTW0-6_NR-W5,0:00:05.466040
map_LCIn0-9_LTW0-6_NR-H6,0:00:02.922686
map_LCIn0-9_LTW0-6_NR-W6,0:00:08.454960
map_LCIn0-9_LTW0-6_NR-H7,0:00:03.060430
map_LCIn0-9_LTW0-6_NR-W7,0:00:03.801223
map_LCIn0-9_LTW0-6_NR-H8,0:00:03.091722
map_LCIn0-9_LTW0-6_NR-W8,0:00:04.043309
map_LCIn0-9_LTW0-6_NR-H9,0:00:02.522574
map_LCIn0-9_LTW0-6_NR-W9,0:00:03.718681
map_LCIn0-9_LTW0-6_NR-H10,0:00:03.643154
map_LCIn0-9_LTW0-6_NR-W10,0:00:04.206007
map_LCIn0-9_LTW0-7_NR-1,0:00:05.160237
map_LCIn0-9_LTW0-7_NR-H1,0:00:11.174016
map_LCIn0-9_LTW0-7_NR-W1,0:00:20.593664
map_LCIn0-9_LTW0-7_NR-H2,0:00:06.224754
map_LCIn0-9_LTW0-7_NR-W2,0:00:12.889151
map_LCIn0-9_LTW0-7_NR-H3,0:00:03.831677
map_LCIn0-9_LTW0-7_NR-W3,0:00:07.945663
map_LCIn0-9_LTW0-7_NR-H4,0:00:03.481806
map_LCIn0-9_LTW0-7_NR-W4,0:00:05.678689
map_LCIn0-9_LTW0-7_NR-H5,0:00:02.695726
map_LCIn0-9_LTW0-7_NR-W5,0:00:04.691016
map_LCIn0-9_LTW0-7_NR-H6,0:00:03.692089
map_LCIn0-9_LTW0-7_NR-W6,0:00:03.978880
map_LCIn0-9_LTW0-7_NR-H7,0:00:02.519878
map_LCIn0-9_LTW0-7_NR-W7,0:00:04.143334
map_LCIn0-9_LTW0-7_NR-H8,0:00:03.812640
map_LCIn0-9_LTW0-7_NR-W8,0:00:02.886549
map_LCIn0-9_LTW0-7_NR-H9,0:00:03.494346
map_LCIn0-9_LTW0-7_NR-W9,0:00:03.632392
map_LCIn0-9_LTW0-7_NR-H10,0:00:02.506395
map_LCIn0-9_LTW0-7_NR-W10,0:00:05.612408
map_LCIn0-9_LTW0-8_NR-1,0:00:02.436351
map_LCIn0-9_LTW0-8_NR-H1,0:00:12.490081
map_LCIn0-9_LTW0-8_NR-W1,0:00:20.977032
map_LCIn0-9_LTW0-8_NR-H2,0:00:06.626056
map_LCIn0-9_LTW0-8_NR-W2,0:00:11.526091
map_LCIn0-9_LTW0-8_NR-H3,0:00:04.448983
map_LCIn0-9_LTW0-8_NR-W3,0:00:07.765843
map_LCIn0-9_LTW0-8_NR-H4,0:00:03.285975
map_LCIn0-9_LTW0-8_NR-W4,0:00:05.565158
map_LCIn0-9_LTW0-8_NR-H5,0:00:03.889879
map_LCIn0-9_LTW0-8_NR-W5,0:00:04.570896
map_LCIn0-9_LTW0-8_NR-H6,0:00:02.555801
map_LCIn0-9_LTW0-8_NR-W6,0:00:04.850311
map_LCIn0-9_LTW0-8_NR-H7,0:00:04.454080
map_LCIn0-9_LTW0-8_NR-W7,0:00:03.884373
map_LCIn0-9_LTW0-8_NR-H8,0:00:04.139649
map_LCIn0-9_LTW0-8_NR-W8,0:00:03.338280
map_LCIn0-9_LTW0-8_NR-H9,0:00:02.864034
map_LCIn0-9_LTW0-8_NR-W9,0:00:02.717132
map_LCIn0-9_LTW0-8_NR-H10,0:00:04.533296
map_LCIn0-9_LTW0-8_NR-W10,0:00:04.434439
map_LCIn0-9_LTW0-9_NR-1,0:00:02.934425
map_LCIn0-9_LTW0-9_NR-H1,0:00:11.165069
map_LCIn0-9_LTW0-9_NR-W1,0:00:22.398991
map_LCIn0-9_LTW0-9_NR-H2,0:00:06.221039
map_LCIn0-9_LTW0-9_NR-W2,0:00:11.033893
map_LCIn0-9_LTW0-9_NR-H3,0:00:04.447210
map_LCIn0-9_LTW0-9_NR-W3,0:00:08.834209
map_LCIn0-9_LTW0-9_NR-H4,0:00:03.993431
map_LCIn0-9_LTW0-9_NR-W4,0:00:06.416934
map_LCIn0-9_LTW0-9_NR-H5,0:00:03.682649
map_LCIn0-9_LTW0-9_NR-W5,0:00:05.249632
map_LCIn0-9_LTW0-9_NR-H6,0:00:03.348907
map_LCIn0-9_LTW0-9_NR-W6,0:00:06.582847
map_LCIn0-9_LTW0-9_NR-H7,0:00:04.677047
map_LCIn0-9_LTW0-9_NR-W7,0:00:04.142632
map_LCIn0-9_LTW0-9_NR-H8,0:00:03.508481
map_LCIn0-9_LTW0-9_NR-W8,0:00:02.848031
map_LCIn0-9_LTW0-9_NR-H9,0:00:03.317357
